1st,2nd,3rd,4th,Prize,1 / Probability
4,11,10,2,"$31,823.00",47784.02
4,11,10,3,"$39,779.00",59730.02
4,11,10,5,"$71,602.00",107514.16
4,11,10,6,"$79,558.00",119460.04
4,11,10,7,"$87,514.00",131406.04
4,11,10,8,"$95,470.00",143352.73
4,11,10,9,"$119,337.00",179188.99
4,11,10,12,"$238,674.00",358384.40
4,11,12,1,"$36,271.00",54462.97
4,11,12,2,"$48,362.00",72617.42
4,11,12,3,"$60,452.00",90772.11
4,11,12,5,"$108,814.00",163388.01
4,11,12,6,"$120,905.00",181544.22
4,11,12,7,"$132,995.00",199696.46
4,11,12,8,"$145,086.00",217850.69
4,11,12,9,"$181,357.00",272316.32
4,11,12,10,"$241,809.00",363081.84
4,12,1,2,"$4,502.00",6759.43
4,12,1,3,"$5,627.00",8449.29
4,12,1,5,"$10,129.00",15208.73
4,12,1,6,"$11,254.00",16898.57
4,12,1,7,"$12,380.00",18588.43
4,12,1,8,"$13,505.00",20278.30
4,12,1,9,"$16,881.00",25347.90
4,12,1,10,"$22,508.00",33797.14
4,12,1,11,"$28,135.00",42246.50
4,12,2,1,"$4,880.00",7327.25
4,12,2,3,"$8,133.00",12212.08
4,12,2,5,"$14,639.00",21981.74
4,12,2,6,"$16,266.00",24424.20
4,12,2,7,"$17,893.00",26866.55
4,12,2,8,"$19,519.00",29309.01
4,12,2,9,"$24,399.00",36636.21
4,12,2,10,"$32,532.00",48848.40
4,12,2,11,"$40,665.00",61060.50
4,12,3,1,"$6,383.00",9584.92
4,12,3,2,"$8,511.00",12779.90
4,12,3,5,"$19,150.00",28754.80
4,12,3,6,"$21,278.00",31949.80
4,12,3,7,"$23,406.00",35144.69
4,12,3,8,"$25,534.00",38339.74
4,12,3,9,"$31,917.00",47924.62
4,12,3,10,"$42,556.00",63899.40
4,12,3,11,"$53,195.00",79874.12
4,12,5,1,"$12,398.00",18615.63
4,12,5,2,"$16,530.00",24820.86
4,12,5,3,"$20,663.00",31026.03
4,12,5,6,"$41,326.00",62052.06
4,12,5,8,"$49,591.00",74462.38
4,12,5,9,"$61,988.00",93077.80
4,12,5,10,"$82,651.00",124104.89
4,12,5,11,"$103,314.00",155130.15
4,12,6,1,"$13,901.00",20873.30
4,12,6,2,"$18,535.00",27831.04
4,12,6,3,"$23,169.00",34788.90
4,12,6,5,"$41,704.00",62619.76
4,12,6,7,"$50,971.00",76535.69
4,12,6,8,"$55,605.00",83493.36
4,12,6,9,"$69,506.00",104366.70
4,12,6,10,"$92,675.00",139155.60
4,12,6,11,"$115,844.00",173943.29
4,12,7,1,"$15,405.00",23130.96
4,12,7,2,"$20,540.00",30841.35
4,12,7,3,"$25,675.00",38551.69
4,12,7,5,"$46,214.00",69392.88
4,12,7,6,"$51,349.00",77103.38
4,12,7,8,"$61,619.00",92524.06
4,12,7,9,"$77,024.00",115655.07
4,12,7,10,"$102,699.00",154206.76
4,12,7,11,"$128,373.00",192759.94
4,12,8,1,"$16,908.00",25388.64
4,12,8,2,"$22,544.00",33851.49
4,12,8,3,"$28,181.00",42314.43
4,12,8,5,"$50,725.00",76166.10
4,12,8,6,"$56,361.00",84628.86
4,12,8,7,"$61,997.00",93091.67
4,12,8,9,"$84,542.00",126943.83
4,12,8,10,"$112,722.00",169256.29
4,12,8,11,"$140,903.00",211573.05
4,12,9,1,"$21,419.00",32161.68
4,12,9,2,"$28,559.00",42882.20
4,12,9,3,"$35,698.00",53602.92
4,12,9,5,"$64,257.00",96485.05
4,12,9,6,"$71,397.00",107205.27
4,12,9,7,"$78,537.00",117925.92
4,12,9,8,"$85,676.00",128647.15
4,12,9,10,"$142,794.00",214412.83
4,12,9,11,"$178,492.00",268017.47
4,12,10,1,"$28,937.00",43450.11
4,12,10,2,"$38,583.00",57933.40
4,12,10,3,"$48,228.00",72416.54
4,12,10,5,"$86,811.00",130350.90
4,12,10,6,"$96,456.00",144833.08
4,12,10,7,"$106,102.00",159316.85
4,12,10,8,"$115,748.00",173801.21
4,12,10,9,"$144,685.00",217249.62
4,12,10,11,"$241,141.00",362082.70
4,12,11,1,"$36,455.00",54738.43
4,12,11,2,"$48,606.00",72984.71
4,12,11,3,"$60,758.00",91230.89
4,12,11,5,"$109,364.00",164214.40
4,12,11,6,"$121,516.00",182461.77
4,12,11,8,"$145,819.00",218952.53
4,12,11,9,"$182,274.00",273695.16
4,12,11,10,"$243,032.00",364923.55
5,1,2,3,$641.00,961.89
5,1,2,4,$897.00,1346.64
5,1,2,6,"$1,281.00",1923.78
5,1,2,7,"$1,409.00",2116.16
5,1,2,8,"$1,537.00",2308.53
5,1,2,9,"$1,922.00",2885.67
5,1,2,10,"$2,562.00",3847.56
5,1,2,11,"$3,203.00",4809.44
5,1,2,12,"$3,844.00",5771.34
5,1,3,2,$680.00,1021.48
5,1,3,4,"$1,191.00",1787.59
5,1,3,6,"$1,701.00",2553.70
5,1,3,7,"$1,871.00",2809.07
5,1,3,8,"$2,041.00",3064.44
5,1,3,9,"$2,551.00",3830.54
5,1,3,10,"$3,401.00",5107.39
5,1,3,11,"$4,252.00",6384.24
5,1,3,12,"$5,102.00",7661.09
5,1,4,2,"$1,016.00",1525.41
5,1,4,3,"$1,270.00",1906.77
5,1,4,6,"$2,540.00",3813.53
5,1,4,7,"$2,794.00",4194.88
5,1,4,8,"$3,048.00",4576.24
5,1,4,9,"$3,810.00",5720.30
5,1,4,10,"$5,079.00",7627.06
5,1,4,11,"$6,349.00",9533.82
5,1,4,12,"$7,619.00",11440.59
5,1,6,2,"$1,519.00",2281.31
5,1,6,3,"$1,899.00",2851.64
5,1,6,4,"$2,659.00",3992.30
5,1,6,7,"$4,178.00",6273.61
5,1,6,8,"$4,558.00",6843.94
5,1,6,9,"$5,697.00",8554.93
5,1,6,10,"$7,597.00",11406.57
5,1,6,11,"$9,496.00",14258.22
5,1,6,12,"$11,395.00",17109.84
5,1,7,2,"$1,687.00",2533.28
5,1,7,3,"$2,109.00",3166.60
5,1,7,4,"$2,952.00",4433.24
5,1,7,6,"$4,218.00",6333.20
5,1,7,8,"$5,061.00",7599.84
5,1,7,9,"$6,327.00",9499.81
5,1,7,10,"$8,436.00",12666.40
5,1,7,11,"$10,544.00",15833.01
5,1,7,12,"$12,653.00",18999.60
5,1,8,2,"$1,855.00",2785.25
5,1,8,3,"$2,319.00",3481.56
5,1,8,4,"$3,246.00",4874.19
5,1,8,6,"$4,637.00",6963.12
5,1,8,7,"$5,101.00",7659.43
5,1,8,9,"$6,956.00",10444.68
5,1,8,11,"$11,593.00",17407.80
5,1,8,12,"$13,912.00",20889.34
5,1,9,2,"$2,358.00",3541.15
5,1,9,3,"$2,948.00",4426.44
5,1,9,4,"$4,127.00",6197.01
5,1,9,6,"$5,896.00",8852.87
5,1,9,7,"$6,485.00",9738.16
5,1,9,8,"$7,075.00",10623.45
5,1,9,10,"$11,792.00",17705.76
5,1,9,11,"$14,740.00",22132.17
5,1,9,12,"$17,688.00",26558.59
5,1,10,2,"$3,197.00",4800.98
5,1,10,3,"$3,997.00",6001.23
5,1,10,4,"$5,595.00",8401.72
5,1,10,6,"$7,993.00",12002.47
5,1,10,7,"$8,793.00",13202.71
5,1,10,8,"$9,592.00",14402.95
5,1,10,9,"$11,990.00",18003.68
5,1,10,11,"$19,984.00",30006.15
5,1,10,12,"$23,980.00",36007.36
5,1,11,2,"$4,036.00",6060.82
5,1,11,3,"$5,045.00",7576.03
5,1,11,4,"$7,064.00",10606.43
5,1,11,6,"$10,091.00",15152.04
5,1,11,7,"$11,100.00",16667.25
5,1,11,8,"$12,109.00",18182.45
5,1,11,9,"$15,136.00",22728.10
5,1,11,10,"$20,182.00",30304.13
5,1,11,12,"$30,273.00",45456.20
5,1,12,2,"$4,875.00",7320.65
5,1,12,3,"$6,094.00",9150.82
5,1,12,4,"$8,532.00",12811.15
5,1,12,6,"$12,189.00",18301.64
5,1,12,7,"$13,407.00",20131.78
5,1,12,8,"$14,626.00",21961.95
5,1,12,9,"$18,283.00",27452.47
5,1,12,10,"$24,377.00",36603.22
5,1,12,11,"$30,471.00",45754.03
5,2,1,3,$691.00,1037.72
5,2,1,4,$968.00,1452.80
5,2,1,6,"$1,382.00",2075.43
5,2,1,7,"$1,520.00",2282.98
5,2,1,8,"$1,659.00",2490.52
5,2,1,9,"$2,073.00",3113.15
5,2,1,10,"$2,764.00",4150.87
5,2,1,11,"$3,456.00",5188.58
5,2,1,12,"$4,147.00",6226.30
5,2,3,1,$805.00,1209.15
5,2,3,4,"$1,879.00",2821.35
5,2,3,6,"$2,684.00",4030.49
5,2,3,7,"$2,953.00",4433.54
5,2,3,8,"$3,221.00",4836.59
5,2,3,9,"$4,026.00",6045.74
5,2,3,10,"$5,368.00",8060.99
5,2,3,12,"$8,053.00",12091.49
5,2,4,1,"$1,196.00",1795.67
5,2,4,3,"$1,993.00",2992.78
5,2,4,6,"$3,986.00",5985.55
5,2,4,7,"$4,385.00",6584.11
5,2,4,8,"$4,784.00",7182.66
5,2,4,9,"$5,979.00",8978.33
5,2,4,10,"$7,973.00",11971.12
5,2,4,11,"$9,966.00",14963.88
5,2,4,12,"$11,959.00",17956.67
5,2,6,1,"$1,782.00",2675.44
5,2,6,3,"$2,970.00",4459.07
5,2,6,4,"$4,158.00",6242.70
5,2,6,7,"$6,533.00",9809.96
5,2,6,8,"$7,127.00",10701.77
5,2,6,9,"$8,909.00",13377.21
5,2,6,10,"$11,879.00",17836.28
5,2,6,11,"$14,848.00",22295.35
5,2,6,12,"$17,818.00",26754.42
5,2,7,1,"$1,977.00",2968.70
5,2,7,3,"$3,295.00",4947.84
5,2,7,4,"$4,613.00",6926.97
5,2,7,6,"$6,590.00",9895.68
5,2,7,8,"$7,908.00",11874.81
5,2,7,9,"$9,886.00",14843.51
5,2,7,10,"$13,181.00",19791.36
5,2,7,11,"$16,476.00",24739.19
5,2,7,12,"$19,771.00",29687.07
5,2,8,1,"$2,172.00",3261.96
5,2,8,3,"$3,621.00",5436.60
5,2,8,4,"$5,069.00",7611.24
5,2,8,6,"$7,241.00",10873.21
5,2,8,7,"$7,965.00",11960.52
5,2,8,9,"$10,862.00",16309.81
5,2,8,10,"$14,483.00",21746.41
5,2,8,11,"$18,103.00",27183.00
5,2,8,12,"$21,724.00",32619.62
5,2,9,1,"$2,758.00",4141.74
5,2,9,3,"$4,597.00",6902.90
5,2,9,4,"$6,436.00",9664.06
5,2,9,6,"$9,194.00",13805.80
5,2,9,7,"$10,114.00",15186.37
5,2,9,8,"$11,033.00",16566.96
5,2,9,10,"$18,389.00",27611.57
5,2,9,11,"$22,986.00",34514.54
5,2,9,12,"$27,583.00",41417.47
5,2,10,1,"$3,735.00",5608.03
5,2,10,3,"$6,225.00",9346.72
5,2,10,4,"$8,715.00",13085.41
5,2,10,6,"$12,449.00",18693.44
5,2,10,7,"$13,694.00",20562.80
5,2,10,8,"$14,939.00",22432.14
5,2,10,9,"$18,674.00",28040.19
5,2,10,11,"$31,124.00",46733.56
5,2,11,1,"$4,711.00",7074.33
5,2,11,3,"$7,852.00",11790.55
5,2,11,4,"$10,993.00",16506.77
5,2,11,6,"$15,705.00",23581.12
5,2,11,7,"$17,275.00",25939.19
5,2,11,8,"$18,845.00",28297.35
5,2,11,9,"$23,557.00",35371.69
5,2,11,10,"$31,409.00",47162.25
5,2,11,12,"$47,114.00",70743.37
5,2,12,1,"$5,688.00",8540.63
5,2,12,3,"$9,480.00",14234.37
5,2,12,4,"$13,272.00",19928.14
5,2,12,6,"$18,960.00",28468.78
5,2,12,7,"$20,856.00",31315.67
5,2,12,8,"$22,752.00",34162.46
5,2,12,9,"$28,439.00",42703.11
5,2,12,10,"$37,919.00",56937.56
5,2,12,11,"$47,399.00",71171.84
5,3,1,2,$766.00,1150.32
5,3,1,4,"$1,341.00",2013.06
5,3,1,6,"$1,915.00",2875.80
5,3,1,7,"$2,107.00",3163.38
5,3,1,8,"$2,298.00",3450.96
5,3,1,9,"$2,873.00",4313.70
5,3,1,10,"$3,830.00",5751.59
5,3,1,11,"$4,788.00",7189.49
5,3,1,12,"$5,746.00",8627.39
5,3,2,1,$841.00,1262.16
5,3,2,4,"$1,961.00",2945.04
5,3,2,6,"$2,802.00",4207.20
5,3,2,7,"$3,082.00",4627.92
5,3,2,8,"$3,362.00",5048.64
5,3,2,9,"$4,203.00",6310.80
5,3,2,10,"$5,604.00",8414.41
5,3,2,11,"$7,005.00",10518.01
5,3,2,12,"$8,406.00",12621.61
5,3,4,1,"$1,639.00",2460.43
5,3,4,2,"$2,185.00",3280.57
5,3,4,6,"$5,462.00",8201.42
5,3,4,7,"$6,008.00",9021.57
5,3,4,8,"$6,554.00",9841.71
5,3,4,9,"$8,193.00",12302.14
5,3,4,10,"$10,924.00",16402.85
5,3,4,11,"$13,655.00",20503.57
5,3,4,12,"$16,386.00",24604.24
5,3,6,1,"$2,437.00",3658.69
5,3,6,2,"$3,249.00",4878.26
5,3,6,4,"$5,685.00",8536.95
5,3,6,7,"$8,934.00",13415.20
5,3,6,8,"$9,746.00",14634.77
5,3,6,9,"$12,183.00",18293.47
5,3,6,10,"$16,244.00",24391.26
5,3,6,11,"$20,305.00",30489.11
5,3,6,12,"$24,366.00",36586.88
5,3,7,2,"$3,604.00",5410.82
5,3,7,4,"$6,306.00",9468.93
5,3,7,6,"$9,009.00",13527.04
5,3,7,8,"$10,811.00",16232.45
5,3,7,9,"$13,513.00",20290.56
5,3,7,10,"$18,018.00",27054.08
5,3,7,11,"$22,522.00",33817.60
5,3,7,12,"$27,026.00",40581.12
5,3,8,1,"$2,969.00",4457.54
5,3,8,2,"$3,958.00",5943.38
5,3,8,4,"$6,927.00",10400.91
5,3,8,6,"$9,895.00",14858.44
5,3,8,7,"$10,885.00",16344.30
5,3,8,9,"$14,843.00",22287.70
5,3,8,10,"$19,791.00",29716.89
5,3,8,11,"$24,739.00",37146.14
5,3,8,12,"$29,686.00",44575.40
5,3,9,1,"$3,767.00",5655.80
5,3,9,2,"$5,022.00",7541.07
5,3,9,4,"$8,789.00",13196.88
5,3,9,6,"$12,556.00",18852.66
5,3,9,7,"$13,811.00",20737.94
5,3,9,8,"$15,067.00",22623.21
5,3,9,10,"$25,111.00",37705.40
5,3,9,11,"$31,389.00",47131.57
5,3,9,12,"$37,667.00",56557.89
5,3,10,1,"$5,097.00",7652.91
5,3,10,2,"$6,796.00",10203.88
5,3,10,4,"$11,892.00",17856.79
5,3,10,6,"$16,989.00",25509.68
5,3,10,7,"$18,688.00",28060.64
5,3,10,8,"$20,387.00",30611.65
5,3,10,9,"$25,483.00",38264.62
5,3,10,11,"$42,472.00",63774.29
5,3,10,12,"$50,967.00",76529.25
5,3,11,1,"$6,427.00",9650.02
5,3,11,2,"$8,569.00",12866.70
5,3,11,4,"$14,996.00",22516.69
5,3,11,6,"$21,422.00",32166.75
5,3,11,7,"$23,565.00",35383.45
5,3,11,8,"$25,707.00",38600.05
5,3,11,9,"$32,134.00",48250.21
5,3,11,10,"$42,845.00",64333.50
5,3,11,12,"$64,267.00",96499.95
5,3,12,1,"$7,757.00",11647.12
5,3,12,2,"$10,342.00",15529.52
5,3,12,4,"$18,099.00",27176.65
5,3,12,6,"$25,856.00",38823.79
5,3,12,7,"$28,441.00",42706.21
5,3,12,8,"$31,027.00",46588.55
5,3,12,9,"$38,784.00",58235.69
5,3,12,10,"$51,712.00",77647.59
5,3,12,11,"$64,640.00",97059.11
5,4,1,2,"$1,199.00",1800.27
5,4,1,6,"$2,997.00",4500.68
5,4,1,7,"$3,297.00",4950.75
5,4,1,8,"$3,597.00",5400.82
5,4,1,9,"$4,496.00",6751.02
5,4,1,10,"$5,995.00",9001.36
5,4,1,11,"$7,493.00",11251.71
5,4,1,12,"$8,992.00",13502.06
5,4,2,1,"$1,308.00",1964.37
5,4,2,3,"$2,180.00",3273.95
5,4,2,6,"$4,361.00",6547.89
5,4,2,7,"$4,797.00",7202.68
5,4,2,8,"$5,233.00",7857.47
5,4,2,9,"$6,541.00",9821.84
5,4,2,10,"$8,722.00",13095.79
5,4,2,11,"$10,902.00",16369.72
5,4,2,12,"$13,082.00",19643.66
5,4,3,1,"$1,717.00",2578.53
5,4,3,2,"$2,290.00",3438.04
5,4,3,6,"$5,724.00",8595.10
5,4,3,7,"$6,297.00",9454.62
5,4,3,8,"$6,869.00",10314.13
5,4,3,9,"$8,586.00",12892.66
5,4,3,10,"$11,448.00",17190.22
5,4,3,11,"$14,310.00",21487.77
5,4,3,12,"$17,173.00",25785.29
5,4,6,1,"$3,762.00",5649.35
5,4,6,2,"$5,016.00",7532.46
5,4,6,3,"$6,271.00",9415.58
5,4,6,7,"$13,795.00",20714.27
5,4,6,8,"$15,049.00",22597.39
5,4,6,9,"$18,812.00",28246.75
5,4,6,10,"$25,082.00",37662.37
5,4,6,11,"$31,353.00",47077.88
5,4,6,12,"$37,624.00",56493.35
5,4,7,1,"$4,171.00",6263.51
5,4,7,2,"$5,562.00",8351.35
5,4,7,3,"$6,952.00",10439.19
5,4,7,6,"$13,905.00",20878.35
5,4,7,8,"$16,686.00",25054.05
5,4,7,9,"$20,857.00",31317.53
5,4,7,10,"$27,809.00",41756.79
5,4,7,11,"$34,762.00",52195.88
5,4,7,12,"$41,714.00",62635.06
5,4,8,1,"$4,580.00",6877.67
5,4,8,2,"$6,107.00",9170.23
5,4,8,3,"$7,634.00",11462.79
5,4,8,6,"$15,268.00",22925.58
5,4,8,7,"$16,795.00",25218.14
5,4,8,9,"$22,902.00",34388.37
5,4,8,10,"$30,536.00",45851.16
5,4,8,11,"$38,170.00",57313.82
5,4,8,12,"$45,804.00",68776.74
5,4,9,1,"$5,807.00",8720.17
5,4,9,2,"$7,743.00",11626.88
5,4,9,6,"$19,358.00",29067.23
5,4,9,7,"$21,294.00",31973.91
5,4,9,8,"$23,230.00",34880.64
5,4,9,10,"$38,716.00",58134.47
5,4,9,11,"$48,396.00",72668.08
5,4,9,12,"$58,075.00",87201.44
5,4,10,1,"$7,853.00",11790.98
5,4,10,2,"$10,470.00",15721.32
5,4,10,3,"$13,088.00",19651.65
5,4,10,6,"$26,175.00",39303.23
5,4,10,7,"$28,793.00",43233.52
5,4,10,8,"$31,410.00",47164.03
5,4,10,9,"$39,263.00",58954.96
5,4,10,11,"$65,438.00",98257.89
5,4,10,12,"$78,526.00",117909.23
5,4,11,1,"$9,898.00",14861.80
5,4,11,2,"$13,197.00",19815.71
5,4,11,3,"$16,496.00",24769.64
5,4,11,6,"$32,992.00",49539.28
5,4,11,7,"$36,291.00",54493.24
5,4,11,8,"$39,591.00",59447.02
5,4,11,9,"$49,488.00",74309.11
5,4,11,10,"$65,985.00",99078.57
5,4,11,12,"$98,977.00",148617.12
5,4,12,1,"$11,943.00",17932.62
5,4,12,2,"$15,924.00",23910.17
5,4,12,3,"$19,905.00",29887.68
5,4,12,6,"$39,809.00",59775.36
5,4,12,7,"$43,790.00",65753.14
5,4,12,8,"$47,771.00",71730.35
5,4,12,9,"$59,714.00",89662.78
5,4,12,10,"$79,619.00",119551.44
5,4,12,11,"$99,523.00",149438.86
5,6,1,2,"$1,855.00",2784.87
5,6,1,3,"$2,318.00",3481.08
5,6,1,4,"$3,246.00",4873.52
5,6,1,7,"$5,100.00",7658.39
5,6,1,8,"$5,564.00",8354.60
5,6,1,9,"$6,955.00",10443.25
5,6,1,10,"$9,273.00",13924.34
5,6,1,11,"$11,592.00",17405.41
5,6,1,12,"$13,910.00",20886.51
5,6,2,1,"$2,016.00",3027.34
5,6,2,3,"$3,360.00",5045.57
5,6,2,4,"$4,704.00",7063.80
5,6,2,7,"$7,393.00",11100.26
5,6,2,8,"$8,065.00",12109.37
5,6,2,9,"$10,081.00",15136.70
5,6,2,10,"$13,441.00",20182.29
5,6,2,11,"$16,801.00",25227.87
5,6,2,12,"$20,162.00",30273.40
5,6,3,1,"$2,641.00",3966.03
5,6,3,2,"$3,522.00",5288.05
5,6,3,4,"$6,163.00",9254.08
5,6,3,8,"$10,565.00",15864.13
5,6,3,9,"$13,207.00",19830.17
5,6,3,10,"$17,609.00",26440.20
5,6,3,11,"$22,011.00",33050.31
5,6,3,12,"$26,413.00",39660.35
5,6,4,1,"$3,892.00",5843.42
5,6,4,2,"$5,189.00",7791.22
5,6,4,3,"$6,486.00",9739.02
5,6,4,7,"$14,269.00",21425.85
5,6,4,8,"$15,566.00",23373.66
5,6,4,9,"$19,458.00",29217.04
5,6,4,10,"$25,944.00",38956.13
5,6,4,11,"$32,430.00",48695.21
5,6,4,12,"$38,916.00",58434.08
5,6,7,1,"$6,392.00",9598.18
5,6,7,2,"$8,523.00",12797.58
5,6,7,3,"$10,654.00",15996.98
5,6,7,4,"$14,915.00",22395.76
5,6,7,8,"$25,569.00",38392.73
5,6,7,9,"$31,961.00",47990.86
5,6,7,10,"$42,615.00",63987.71
5,6,7,11,"$53,268.00",79984.64
5,6,7,12,"$63,922.00",95982.19
5,6,8,1,"$7,017.00",10536.87
5,6,8,2,"$9,356.00",14049.17
5,6,8,3,"$11,696.00",17561.45
5,6,8,4,"$16,374.00",24586.03
5,6,8,7,"$25,730.00",38635.25
5,6,8,9,"$35,087.00",52684.26
5,6,8,10,"$46,782.00",70245.93
5,6,8,11,"$58,478.00",87807.11
5,6,8,12,"$70,174.00",105368.53
5,6,9,1,"$8,893.00",13352.95
5,6,9,2,"$11,857.00",17803.92
5,6,9,3,"$14,821.00",22254.91
5,6,9,4,"$20,750.00",31156.92
5,6,9,7,"$32,607.00",48960.81
5,6,9,8,"$35,571.00",53411.67
5,6,9,10,"$59,285.00",89019.45
5,6,9,11,"$74,107.00",111274.31
5,6,9,12,"$88,928.00",133529.18
5,6,10,1,"$12,019.00",18046.40
5,6,10,2,"$16,025.00",24061.89
5,6,10,3,"$20,031.00",30077.36
5,6,10,4,"$28,043.00",42108.28
5,6,10,7,"$44,068.00",66169.95
5,6,10,8,"$48,074.00",72185.49
5,6,10,9,"$60,093.00",90232.35
5,6,10,11,"$100,155.00",150387.25
5,6,10,12,"$120,186.00",180463.07
5,6,11,1,"$15,144.00",22739.88
5,6,11,2,"$20,192.00",30319.84
5,6,11,3,"$25,241.00",37899.75
5,6,11,4,"$35,337.00",53059.69
5,6,11,8,"$60,577.00",90959.53
5,6,11,9,"$75,722.00",113699.67
5,6,11,10,"$100,962.00",151600.14
5,6,11,12,"$151,443.00",227396.76
5,6,12,1,"$18,270.00",27433.34
5,6,12,2,"$24,360.00",36577.78
5,6,12,3,"$30,450.00",45722.23
5,6,12,4,"$42,630.00",64011.06
5,6,12,7,"$66,990.00",100588.44
5,6,12,8,"$73,080.00",109733.35
5,6,12,9,"$91,350.00",137166.68
5,6,12,10,"$121,800.00",182888.91
5,6,12,11,"$152,251.00",228613.23
5,7,1,2,"$2,074.00",3114.24
5,7,1,3,"$2,593.00",3892.80
5,7,1,4,"$3,630.00",5449.92
5,7,1,6,"$5,185.00",7785.59
5,7,1,8,"$6,222.00",9342.71
5,7,1,9,"$7,778.00",11678.40
5,7,1,10,"$10,370.00",15571.18
5,7,1,11,"$12,963.00",19464.00
5,7,1,12,"$15,555.00",23356.79
5,7,2,1,"$2,253.00",3382.84
5,7,2,3,"$3,755.00",5638.06
5,7,2,4,"$5,257.00",7893.29
5,7,2,6,"$7,510.00",11276.13
5,7,2,8,"$9,012.00",13531.36
5,7,2,9,"$11,265.00",16914.18
5,7,2,10,"$15,019.00",22552.24
5,7,2,11,"$18,774.00",28190.30
5,7,2,12,"$22,529.00",33828.35
5,7,3,1,"$2,950.00",4430.00
5,7,3,2,"$3,934.00",5906.66
5,7,3,4,"$6,884.00",10336.67
5,7,3,6,"$9,834.00",14766.66
5,7,3,8,"$11,801.00",17720.00
5,7,3,9,"$14,751.00",22150.01
5,7,3,10,"$19,669.00",29533.29
5,7,3,11,"$24,586.00",36916.72
5,7,3,12,"$29,503.00",44299.93
5,7,4,1,"$4,345.00",6524.32
5,7,4,2,"$5,793.00",8699.09
5,7,4,3,"$7,242.00",10873.87
5,7,4,6,"$14,484.00",21747.73
5,7,4,8,"$17,380.00",26097.26
5,7,4,9,"$21,725.00",32621.64
5,7,4,10,"$28,967.00",43495.47
5,7,4,11,"$36,209.00",54369.40
5,7,4,12,"$43,451.00",65243.06
5,7,6,1,"$6,437.00",9665.80
5,7,6,2,"$8,583.00",12887.73
5,7,6,3,"$10,729.00",16109.67
5,7,6,4,"$15,020.00",22553.51
5,7,6,8,"$25,749.00",38663.18
5,7,6,10,"$42,915.00",64438.80
5,7,6,11,"$53,644.00",80548.37
5,7,6,12,"$64,372.00",96657.58
5,7,8,1,"$7,832.00",11760.13
5,7,8,2,"$10,443.00",15680.15
5,7,8,3,"$13,053.00",19600.20
5,7,8,4,"$18,275.00",27440.26
5,7,8,6,"$26,107.00",39200.47
5,7,8,9,"$39,160.00",58800.70
5,7,8,10,"$52,213.00",78400.63
5,7,8,11,"$65,267.00",98000.78
5,7,8,12,"$78,320.00",117601.40
5,7,9,1,"$9,924.00",14901.60
5,7,9,2,"$13,232.00",19868.79
5,7,9,3,"$16,540.00",24836.02
5,7,9,4,"$23,156.00",34770.39
5,7,9,6,"$33,081.00",49671.92
5,7,9,8,"$39,697.00",59606.48
5,7,9,10,"$66,161.00",99344.33
5,7,9,11,"$82,702.00",124180.41
5,7,9,12,"$99,242.00",149015.75
5,7,10,1,"$13,411.00",20137.42
5,7,10,2,"$17,882.00",26849.89
5,7,10,3,"$22,352.00",33562.34
5,7,10,4,"$31,293.00",46987.18
5,7,10,6,"$44,704.00",67124.91
5,7,10,8,"$53,645.00",80549.67
5,7,10,9,"$67,056.00",100686.68
5,7,10,11,"$111,759.00",167810.58
5,7,10,12,"$134,111.00",201373.37
5,7,11,1,"$16,898.00",25373.18
5,7,11,2,"$22,531.00",33830.99
5,7,11,3,"$28,163.00",42288.66
5,7,11,4,"$39,429.00",59204.18
5,7,11,6,"$56,327.00",84577.32
5,7,11,8,"$67,592.00",101492.96
5,7,11,9,"$84,490.00",126866.52
5,7,11,10,"$112,654.00",169156.08
5,7,11,12,"$168,981.00",253729.83
5,7,12,1,"$20,385.00",30609.03
5,7,12,2,"$27,180.00",40812.00
5,7,12,3,"$33,975.00",51014.94
5,7,12,4,"$47,565.00",71420.92
5,7,12,6,"$67,950.00",102030.41
5,7,12,8,"$81,540.00",122436.49
5,7,12,9,"$101,925.00",153045.61
5,7,12,10,"$135,900.00",204060.81
5,7,12,11,"$169,875.00",255076.01
5,8,1,2,"$2,294.00",3443.95
5,8,1,3,"$2,867.00",4304.94
5,8,1,4,"$4,014.00",6026.91
5,8,1,6,"$5,734.00",8609.87
5,8,1,7,"$6,307.00",9470.85
5,8,1,9,"$8,601.00",12914.81
5,8,1,11,"$14,335.00",21524.68
5,8,1,12,"$17,202.00",25829.58
5,8,2,1,"$2,490.00",3738.68
5,8,2,3,"$4,150.00",6231.13
5,8,2,4,"$5,810.00",8723.58
5,8,2,6,"$8,300.00",12462.25
5,8,2,7,"$9,130.00",13708.47
5,8,2,9,"$12,449.00",18693.37
5,8,2,10,"$16,599.00",24924.48
5,8,2,11,"$20,749.00",31155.66
5,8,2,12,"$24,899.00",37386.81
5,8,3,1,"$3,260.00",4894.39
5,8,3,2,"$4,346.00",6525.85
5,8,3,4,"$7,606.00",11420.24
5,8,3,6,"$10,865.00",16314.62
5,8,3,7,"$11,952.00",17946.10
5,8,3,9,"$16,298.00",24471.96
5,8,3,10,"$21,730.00",32629.30
5,8,3,11,"$27,163.00",40786.53
5,8,3,12,"$32,596.00",48943.79
5,8,4,1,"$4,799.00",7205.82
5,8,4,2,"$6,399.00",9607.75
5,8,4,3,"$7,998.00",12009.70
5,8,4,6,"$15,996.00",24019.41
